show_id,category,title,director,cast,country,release_date,rating,duration,type,description,release_year,release_month,duration_value,duration_unit
s5555,TV Show,she-ra and the princesses of power,"raúl campos, jan suter","aimee carrero, aj michalka, marcus scribner, karen fukuhara, reshma shetty, lorraine toussaint, keston john, lauren ash, christine woods, morla gorrondona, antony del rio, dana davis, grey griffin, genesis rodriguez, jordan fisher, vella lovell, merit leighton, sandra oh, krystal joy brown",united states,2020-05-15,TV-Y7,5 Seasons,"kids' tv, tv action & adventure, tv sci-fi & fantasy","soldier adora finds a magic sword – and her identity as legendary hero she-ra. she joins the rebellion, but her best friend stays with the evil horde.",2020,5,5,Seasons
s5556,Movie,she's dating the gangster,cathy garcia-molina,"kathryn bernardo, daniel padilla, richard gomez, dawn zulueta, sofia andres, khalil ramos, ian veneracion, pamu pamorada, igi boy flores, marco gumabao",philippines,2019-02-27,TV-14,113 min,"dramas, international movies, romantic movies","to make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.",2019,2,113,min
s5557,TV Show,she's gotta have it,"raúl campos, jan suter","dewanda wise, cleo anthony, lyriq bent, anthony ramos, chyna layne, margot bingham, ilfanesh hadera, elvis nolasco, de'adre aziza",united states,2019-05-24,TV-MA,2 Seasons,"romantic tv shows, tv comedies, tv dramas",nola darling struggles to stay true to herself and her dreams while juggling three lovers in this spike lee series based on his breakout film.,2019,5,2,Seasons
s5558,Movie,she's out of my league,jim field smith,"jay baruchel, alice eve, t.j. miller, mike vogel, nate torrence, krysten ritter, geoff stults, lindsay sloane, andrew daly, jasika nicole, kyle bornheimer",united states,2019-11-20,R,105 min,"comedies, romantic movies","when average-guy kirk starts dating drop-dead-gorgeous molly, his friends don't see it lasting, so kirk does everything he can to avoid losing molly.",2019,11,105,min
s5559,Movie,she's the one,mae czarina cruz,"bea alonzo, dingdong dantes, enrique gil",philippines,2020-12-10,TV-14,111 min,"dramas, international movies, romantic movies","when his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings.",2020,12,111,min
s5560,Movie,shelby american,"nate adams, adam carolla",carroll shelby,united states,2019-11-22,TV-MA,119 min,"documentaries, sports movies","featuring interviews and vintage footage, this documentary traces american icon carroll shelby's life of reinvention from farmer to racer to entrepreneur.",2019,11,119,min
s5561,Movie,shelter,"måns mårlind, björn stein","julianne moore, jonathan rhys meyers, jeffrey demunn, frances conroy, nate corddry, brooklynn proulx, brian anthony wilson, joyce feurring, steven rishard, charles techman",united states,2017-12-29,R,112 min,"horror movies, thrillers",a forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.,2017,12,112,min
s5562,Movie,shepherds and butchers,oliver schmitz,"steve coogan, andrea riseborough, garion dowds, robert hobbs, deon lotz, marcel van heerden, lauren steyn","south africa, united states, germany",2017-04-25,R,106 min,"dramas, international movies","when a young prison guard commits murder in south africa, an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.",2017,4,106,min
s5563,TV Show,sherlock,"raúl campos, jan suter","benedict cumberbatch, martin freeman, una stubbs, rupert graves, mark gatiss, andrew scott","united kingdom, united states",2017-05-15,TV-14,4 Seasons,"british tv shows, crime tv shows, international tv shows","in this updated take on sir arthur conan doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern london in search of clues.",2017,5,4,Seasons
s5564,Movie,sherlock holmes,guy ritchie,"robert downey jr., jude law, rachel mcadams, mark strong, eddie marsan, robert maillet, geraldine james, kelly reilly, william houston, james fox, hans matheson","united states, germany, united kingdom, australia",2021-01-01,PG-13,128 min,"action & adventure, comedies",the game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.,2021,1,128,min
s5565,Movie,shikari,"latif faiziyev, umesh mehra","mithun chakraborty, naseeruddin shah, irina kushnareva, varsha usgaonkar, gulshan grover, anjana mumtaz, amrish puri, amrit pal, achyut potdar, lilliput","india, soviet union",2017-12-08,TV-14,163 min,"dramas, international movies, music & musicals","when shankar, who performs on the road with partner chanchal and elephant appu, falls for a russian circus performer, jealousies and conflicts arise.",2017,12,163,min
s5566,Movie,shimla mirchi,ramesh sippy,"rajkummar rao, tarun wadhwa, rakul preet singh, kiran juneja, hema malini, kamlesh gill, shakti kapoor, kanwaljeet singh",india,2020-01-27,TV-14,121 min,"comedies, international movies, romantic movies","a young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.",2020,1,121,min
s5567,Movie,shimmer lake,oren uziel,"benjamin walker, rainn wilson, rob corddry, adam pally, ron livingston, john michael higgins, wyatt russell, stephanie sigman, mark rendall, isabel dove, angela vint","canada, united states",2017-06-09,TV-MA,87 min,"dramas, independent movies, thrillers","unfolding in reverse time, this darkly comic crime thriller follows a local sheriff hunting three bank robbery suspects, one of whom is his brother.",2017,6,87,min
s5568,TV Show,shine on with reese,"raúl campos, jan suter",reese witherspoon,united states,2019-10-29,TV-MA,1 Season,"docuseries, stand-up comedy & talk shows","in a talk show straight from the heart, actor and producer reese witherspoon visits with groundbreaking women to discuss their inspiring journeys.",2019,10,1,Season
s5569,Movie,shine your eyes,matias mariani,"o.c. ukeje, indira nascimento, paulo andré, ike barry, chukwudi iwuji","brazil, france",2020-07-29,TV-MA,103 min,"dramas, independent movies, international movies","a nigerian musician travels to brazil to search for his estranged brother, who is living a life very different than the one his family thought.",2020,7,103,min
s5570,Movie,shirkers,sandi tan,david attenborough,"united states, united kingdom",2018-10-26,TV-14,97 min,documentaries,"in 1992, sandi tan and her friends shot a quirky film on the streets of singapore. then the footage disappeared, sending her on a hunt for answers.",2018,10,97,min
s5571,Movie,shiva,ram gopal varma,"nagarjuna akkineni, amala, rajendranath zutshi, raghuvaran, paresh rawal, brij gopal, j.d. chakravarthi, tanikella bharani",india,2019-12-31,TV-MA,168 min,"action & adventure, dramas, international movies","a young man enrolls at a college and becomes a rival to the student-union president, who’s using force and intimidation to advance his criminal agenda.",2019,12,168,min
s5572,Movie,shonar pahar,parambrata chatterjee,"tanuja, jishu sengupta, parambrata chatterjee, arunima ghosh, shrijato banerjee, soumitra chatterjee, gargi roychowdhury",india,2019-02-22,TV-PG,131 min,"dramas, independent movies, international movies",an older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.,2019,2,131,min
s5573,TV Show,shooter,"raúl campos, jan suter","ryan phillippe, omar epps, david marciano, cynthia addai-robinson, shantel vansanten, tom sizemore",united states,2019-06-21,TV-14,3 Seasons,"crime tv shows, tv action & adventure, tv dramas","a highly decorated ex-marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder.",2019,6,3,Seasons
s5574,Movie,shootout at lokhandwala,apoorva lakhia,"sanjay dutt, sunil shetty, amitabh bachchan, arbaaz khan, abhishek bachchan, diya mirza, aarti chhabria, tusshar kapoor, vivek oberoi, neha dhupia, rohit roy, aditya lakhia, ravi gossain, shabbir ahluwalia, akhilendra mishra, amrita singh",india,2019-05-15,UR,116 min,"action & adventure, dramas, international movies","based on a true story, this action film follows an incident that stunned a nation in the early 1990s. in mumbai, india, the notorious gangster maya holds off veteran cop khan and a force of more than 200 policemen in a six-hour bloody gunfight.",2019,5,116,min
s5575,TV Show,shopkins,"raúl campos, jan suter",kate murphy,united states,2020-02-01,TV-Y,1 Season,kids' tv,"tiny grocery store items come to life as the shopkins, who have fun adventures with each other at small mart and the magical town called shopville.",2020,2,1,Season
s5576,Movie,shopkins: chef club,raymond mcgrath,"erika harlacher, marieve herington, david lodge, cassandra morris, kate murphy, abby trott",united states,2018-11-15,TV-Y,45 min,movies,"in this first full shopkins movie, peppa-mint is the new shoppie in town who stirs things up by hosting a team cooking competition.",2018,11,45,min
s5577,Movie,shopkins: wild,"adele k. thomas, richard bailey","kate murphy, cassandra morris, kayli mills, abby trott, brianna plantano, laura stahl, philece sampler",australia,2018-11-15,TV-Y,75 min,movies,beloved movie star scarletta gateau visits shopville and recruits the shopkins for a quest through the jungle to the mysterious world of pawville.,2018,11,75,min
s5578,Movie,shopkins: world vacation,richard bailey,"kate murphy, cassandra morris, erika harlacher, abby trott, brianna plantano, reba buhr, doug erholtz, cherami leigh, brianna knickerbocker",australia,2018-11-15,TV-Y,71 min,movies,"the shopkins and shoppies jet around the world in search of missing friend kooky cookie, a stolen diamond and more vloggable adventure.",2018,11,71,min
s5579,Movie,shor in the city,"raj nidimoru, krishna d.k.","sendhil ramamurthy, tusshar kapoor, nikhil dwivedi, preeti desai, sundeep kishan, radhika apte, pitobash, girija oak, alok chaturvedi, sudhir chowdhary",india,2019-05-31,TV-MA,106 min,"comedies, dramas, independent movies","when three small-time mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger.",2019,5,106,min
s5580,Movie,shorgul,"jitendra tiwari, pranav singh","ashutosh rana, jimmy shergill, suha gezen, sanjay suri, narendra jha, hiten tejwani, eijaz khan, aniruddha dave",india,2018-10-30,TV-14,122 min,"dramas, international movies",a hindu boy's feelings for a muslim girl expose the tensions between their two communities and open the door to chaos and violence.,2018,10,122,min
s5581,Movie,short term 12,destin daniel cretton,"brie larson, john gallagher jr., kaitlyn dever, rami malek, lakeith stanfield, kevin hernandez, melora walters, stephanie beatriz, lydia du veaux, alex calloway, frantz turner",united states,2019-07-18,R,97 min,"dramas, independent movies","a new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding.",2019,7,97,min
s5582,Movie,shortcut safari,amitabha singh,"jimmy shergill, aashi rawal, stuti dwivedi, deah tandon, sharvil patel, hardil kanabar, mann patel, ugam khetani, manmeet singh, nazia davison",india,2019-04-15,TV-PG,101 min,"action & adventure, comedies, dramas",unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.,2019,4,101,min
